,CountryCode,GDP at market prices (current US$),CO2 emissions (kt),Mobile cellular subscriptions,"Life expectancy at birth, total (years)","Hospital beds (per 1,000 people)"
25,BHS,169802257.755072,410.704,0.0,62.72904878048779,5.72566366195679
26,BGD,4274893913.46431,3633.9970000000003,0.0,45.8293170731707,3.690647649765018
27,BEL,11658722590.99,91000.272,0.0,69.70195121951221,8.296986500422165
28,BLZ,28072479.7840589,44.004,0.0,59.961365853658506,4.66776514053345
29,BEN,226195578.067006,161.34799999999998,0.0,37.2782682926829,1.22574877738953
30,BMU,84466654.0801544,157.681,0.0,54.42491707317074,3.690647649765018
31,BOL,563110051.920733,1004.758,0.0,42.11831707317071,1.8454192876815805
32,BWA,30411418.6788295,3633.9970000000003,0.0,50.54773170731711,2.12291669845581
33,BRA,15165569912.5199,46908.264,0.0,54.2054634146342,3.20179533958435
34,BFA,330442815.284328,44.004,0.0,34.4779024390244,0.5237581133842469
35,BDI,195999990.0,3633.9970000000003,0.0,41.23604878048779,1.12240731716156
36,KHM,637142865.7142861,234.688,0.0,41.2320243902439,0.746548891067505
37,CMR,618740961.944997,271.358,0.0,41.523756097561005,2.00226593017578
38,CAN,41093453544.9096,192895.201,0.0,71.1331707317073,6.199999809265139
39,CAF,112155598.309943,88.008,0.0,36.4826341463415,1.23142111301422
40,TCD,313582727.638108,55.005,0.0,38.0161219512195,0.697454333305359
41,CHL,4211737000.75892,13490.893,0.0,57.458292682926796,3.6742901802063
42,CHN,59184116488.9977,780726.302,0.0,43.4658048780488,3.690647649765018
43,COL,4040948304.7437296,16409.825,0.0,56.716756097560996,2.57554721832275
44,ZAR,3359404132.31797,2321.2110000000002,0.0,41.018048780487796,5.67403650283813
45,COG,131731862.568997,223.687,0.0,48.58163414634149,3.75708508491516
46,CRI,507516613.029641,491.37800000000004,0.0,60.5761951219512,4.7907772064209
47,CIV,546203558.4569651,462.042,0.0,36.872414634146295,1.34876954555511
48,DNK,6248946880.2777,29779.707000000002,0.0,72.1765853658537,3.690647649765018
49,DOM,672399700.0,1041.428,0.0,51.845268292682896,2.3286907672882102
50,ECU,1010325138.03016,1763.8270000000002,0.0,53.215,1.87069153785706
51,FJI,112334368.396772,194.351,0.0,55.958487804878104,4.04060935974121
52,FIN,5224102195.52771,15104.373,0.0,68.819756097561,8.296986500422165
53,FRA,62651474946.6007,271218.654,0.0,69.86829268292679,8.296986500422165
54,GAB,141468977.570007,132.012,0.0,39.5701219512195,5.71399164199829
55,GHA,1217230094.97205,1463.1329999999998,0.0,45.8314634146342,0.779893696308135
56,GRC,4446528164.67559,9405.855,0.0,68.1639024390244,5.800000190734861
57,GTM,1043599900.0,1345.789,0.0,45.531634146341496,2.6310875415802
58,GUY,170216238.857225,660.06,0.0,60.278731707317114,5.574692249298098
59,HND,335650000.0,616.056,0.0,46.2883170731707,1.64625132083893
60,HKG,1320799754.74012,2955.6020000000003,0.0,66.9997073170732,2.6403393745422403
61,ISL,248434096.968726,1213.777,0.0,73.4286585365854,9.80000019073486
62,IND,37679274491.2745,120581.961,0.0,41.1719512195122,0.458986908197403
63,IRN,4199134389.9037,37392.399,0.0,44.94551219512201,0.92567503452301
64,IRQ,1683918697.26662,8265.418,0.0,48.0306829268293,1.85803997516632
65,IRL,1939329775.4373894,11180.683,0.0,69.691756097561,8.296986500422165
66,ISR,2887222178.4523396,6468.588000000001,0.0,54.42491707317074,6.73793745040894
67,ITA,40385288344.1911,109357.274,0.0,69.1239024390244,8.89999961853027
68,JAM,699064351.69864,1470.467,0.0,64.19182926829271,4.145488262176509
69,JPN,44307342950.4,232781.16,0.0,67.6660975609756,9.0
70,KEN,791265458.813328,2427.554,0.0,46.3624146341463,1.25048005580902
71,KOR,3891849048.1743693,12552.141000000001,0.0,53.0013170731707,3.690647649765018
72,LSO,34579986.1818375,3633.9970000000003,0.0,46.51070731707321,1.1037204265594498
73,LBR,190495600.0,165.015,0.0,34.7831707317073,1.322425365448
74,LUX,703925705.942958,11518.046999999999,0.0,68.4463902439024,8.296986500422165
75,MDG,673081724.075966,399.70300000000003,0.0,39.974682926829296,2.4061858654022203
76,MWI,162960130.465802,3633.9970000000003,0.0,37.7736341463415,1.11873054504395
77,MYS,1916216984.2437198,3633.9970000000003,0.0,59.4753414634146,3.72813272476196
78,MRT,92609222.69128492,36.67,0.0,43.4830975609756,0.20484359562397
79,MEX,13056164925.448,63116.404,0.0,57.065634146341495,3.690647649765018
80,MAR,2037154689.0444105,3641.3309999999997,0.0,48.446634146341495,1.5984001159668002
81,NPL,508334416.764741,80.67399999999999,0.0,35.1708292682927,0.115763798356056
82,NLD,12276734172.0828,73505.015,0.0,73.3926829268293,8.296986500422165
83,NZL,5485854791.970961,11543.716,0.0,71.2365853658537,11.6999998092651
84,NIC,227223322.141537,531.715,0.0,46.9988292682927,2.15823602676392
85,NER,449526872.56556106,29.336,0.0,35.515048780487795,0.409490883350372
86,NGA,4196174329.17504,3406.643,0.0,37.18295121951221,0.418167114257813
87,NOR,5163271598.1570215,13102.191,0.0,73.549756097561,3.690647649765018
88,PAK,3707055835.55051,14154.62,0.0,45.290463414634196,0.55726158618927
89,PAN,415800032.0,997.424,0.0,60.8817073170732,3.775310754776
90,PNG,230496032.972722,179.683,0.0,38.462243902439,3.690647649765018
91,PER,2503708500.5641,8173.743,0.0,47.6915853658537,2.411438941955569
92,PHL,6684685516.84328,8335.091,0.0,57.811926829268295,0.838957667350769
93,PRT,3193200404.37297,8225.081,0.0,62.808926829268295,8.296986500422165
94,PRI,1691900000.0,578651.8666000001,0.0,68.7196097560976,3.690647649765018
95,RWA,119000024.119,106.34299999999999,0.0,42.2492926829268,3.690647649765018
96,SEN,792824702.823778,828.742,0.0,38.205999999999996,1.31314718723297
97,SYC,12012025.2477875,3633.9970000000003,0.0,54.42491707317074,7.098321437835691
98,SLE,322009471.57364,715.065,0.0,30.331536585365896,0.772869229316711
99,SGP,704453107.1465371,1393.46,0.0,65.6598292682927,4.39246654510498
100,ZAF,7363240497.649091,97934.569,0.0,49.0362926829268,3.690647649765018
101,ESP,12072126075.397,48928.780999999995,0.0,69.1092682926829,8.296986500422165
102,LKA,1419629936.97479,2258.8720000000003,0.0,59.74714634146339,3.1388411521911603
103,KNA,12366635.5848801,11.001,0.0,59.156573170731725,3.8627450466156
104,VCT,13066633.8255337,11.001,0.0,57.7238780487805,4.8249998092651385
105,SDN,1126364161.7644,1360.457,0.0,48.187634146341495,1.00650095939636
106,SUR,93850000.0,432.70599999999996,0.0,59.68012195121951,6.51034498214722
107,SWZ,35076845.983292304,33.003,0.0,44.2337804878049,1.94478523731232
108,SWE,14842870293.4207,49222.140999999996,0.0,73.0056097560976,14.1999998092651
109,CHE,9522746719.21614,19523.108,0.0,71.3134146341463,3.690647649765018
110,SYR,857704431.686497,3223.2929999999997,0.0,52.768243902439,1.07673752307892
111,THA,2760750921.40101,3714.671,0.0,54.6993170731707,0.7400348782539371
112,TGO,121128072.423223,66.006,0.0,40.2728292682927,1.26509189605713
113,TTO,535673245.327852,2581.5679999999998,0.0,62.6575853658537,5.58956098556519
114,TUR,13995067817.5092,16820.529,0.0,45.384414634146296,1.70000004768372
115,UGA,423145605.043164,421.705,0.0,43.9835609756098,1.4807984828949
116,GBR,72328047042.1588,584299.78,0.0,71.12682926829271,10.6999998092651
117,USA,543300000000.0,2890696.1,0.0,69.77073170731711,9.19999980926514
118,URY,1242289212.04285,4319.726,0.0,67.8963902439025,5.5118203163147
119,VEN,8607600068.65332,57069.52099999999,0.0,59.2851219512195,3.690647649765018
120,VIR,24200000.0,578651.8666000001,0.0,63.7302195121951,3.690647649765018
121,ZMB,698739720.783607,3633.9970000000003,0.0,45.1098048780488,2.801655530929569
122,ZWE,1052990400.0,578651.8666000001,0.0,51.5424634146342,3.87664604187012
123,ARB,3533229983.93424,59563.9892169935,0.0,46.847058559012794,1.9296220724398705
124,CEB,3533229983.93424,467450.028072629,0.0,67.8237620898007,3.690647649765018
125,FCS,3533229983.93424,33028.9125894136,0.0,41.4118186427085,1.7901929369487302
126,LDC,3533229983.93424,23700.305012521603,0.0,40.2346487255306,1.2787394940246002
127,MEA,3533229983.93424,102252.41763774301,0.0,46.713328604602296,1.93509407483468
128,MNA,3533229983.93424,84204.2417540676,0.0,46.652503286743794,1.84675946060734
129,PSS,3533229983.93424,309.514118318166,0.0,53.6699876392329,4.779962405243469
130,SST,3533229983.93424,7013.93685999451,0.0,51.7980168708906,4.29326730183205
131,ALB,3533229983.93424,2024.184,0.0,62.254365853658506,5.1026759147644
132,AGO,3533229983.93424,550.05,0.0,32.9848292682927,2.06146168708801
133,ATG,12716634.7052069,36.67,0.0,61.78273170731711,7.70642185211182
134,ARG,3533229983.93424,48815.10400000001,0.0,65.2155365853659,6.35225057601929
135,BHR,3533229983.93424,575.719,0.0,52.08936585365851,4.71140956878662
136,BRB,3533229983.93424,172.34900000000002,0.0,60.73804878048779,5.9297790527343786
137,BRN,3533229983.93424,333.69699999999995,0.0,62.50036585365851,4.90243911743164
138,BGR,3533229983.93424,22295.36,0.0,69.2475609756098,6.21367740631104
139,CPV,3533229983.93424,22.002,0.0,48.8564146341463,3.690647649765018
140,CYM,3533229983.93424,11.001,0.0,54.42491707317074,3.690647649765018
141,COM,3533229983.93424,11.001,0.0,41.442439024390296,3.690647649765018
142,CUB,3533229983.93424,13699.912,0.0,63.90465853658539,4.36649942398071
143,CYP,14649466019.673012,887.414,0.0,69.5939268292683,4.52356004714966
144,DJI,3533229983.93424,40.336999999999996,0.0,44.0212682926829,7.83132553100586
145,DMA,12716634.7052069,11.001,0.0,59.156573170731725,4.54394674301147
146,EGY,3533229983.93424,16054.126,0.0,48.01370731707321,2.14697933197021
147,SLV,91211651856.33836,619.7230000000001,0.0,49.94792682926829,2.18347549438477
148,GNQ,263536025.6064104,22.002,0.0,36.73304878048779,4.996031761169429
149,ETH,3533229983.93424,352.032,0.0,38.4057073170732,0.29423388838768
150,FRO,6248946880.2777,58.672,0.0,72.1765853658537,3.690647649765018
151,PYF,3533229983.93424,36.67,0.0,56.35704878048779,3.690647649765018
152,GMB,3533229983.93424,18.335,0.0,32.0422195121951,1.18181812763214
153,GRL,6248946880.2777,223.687,0.0,72.1765853658537,3.690647649765018
154,GRD,12716634.7052069,22.002,0.0,59.81592682926829,6.22222232818604
155,GIN,3533229983.93424,410.704,0.0,34.8863902439024,0.7391581535339359
156,GNB,411053599.9368102,18.335,0.0,37.8404390243902,1.62118494510651
157,HTI,3533229983.93424,286.026,0.0,42.1000975609756,0.6088328361511229
158,HUN,3533229983.93424,45371.791,0.0,68.0031707317073,3.690647649765018
159,IDN,3533229983.93424,21404.279,0.0,48.6403170731707,0.740457057952881
160,JOR,3533229983.93424,744.4010000000001,0.0,52.6852682926829,3.60545015335083
161,KWT,3533229983.93424,7803.376,0.0,60.34795121951221,6.79856109619141
162,LAO,3533229983.93424,80.67399999999999,0.0,43.2044634146342,0.472209453582764
163,LBN,3533229983.93424,2581.5679999999998,0.0,63.2801219512195,4.58133935928345
164,LBY,3533229983.93424,693.063,0.0,42.64119512195121,2.7553744316101096
165,MAC,3533229983.93424,51.338,0.0,64.66092682926829,10.1213865280151
166,MLI,411053599.9368102,121.01100000000001,0.0,28.2116097560976,0.6685057282447809
167,MLT,14649466019.673012,341.031,0.0,67.6017804878049,9.2583589553833
168,MUS,3533229983.93424,179.683,0.0,58.7452195121951,4.71666669845581
169,MNG,3533229983.93424,1294.451,0.0,48.3688048780488,8.681960105896
170,MOZ,3533229983.93424,1884.838,0.0,35.0037073170732,0.808872818946838
171,MMR,3533229983.93424,2717.2470000000003,0.0,42.7363902439024,0.663009285926819
172,NCL,3533229983.93424,861.745,0.0,58.639024390243904,3.690647649765018
173,PLW,91211651856.33836,14.668,0.0,54.42491707317074,3.690647649765018
174,PRY,3533229983.93424,304.361,0.0,63.7937073170732,2.38925075531006
175,POL,3533229983.93424,199767.15899999999,0.0,67.6804878048781,4.59999990463257
176,QAT,3533229983.93424,176.016,0.0,61.206073170731706,3.690647649765018
177,ROM,3533229983.93424,53450.192,0.0,65.6424390243903,7.27327060699463
178,WSM,3533229983.93424,14.668,0.0,49.969512195122,5.0
179,STP,3533229983.93424,11.001,0.0,50.4513658536585,40.315456390380895
180,SAU,3533229983.93424,2676.91,0.0,45.666268292682894,0.7747239470481869
181,SLB,3533229983.93424,11.001,0.0,49.3817073170732,7.33050870895386
182,SOM,3533229983.93424,84.34100000000001,0.0,36.965878048780496,1.3553191423416102
183,LCA,12716634.7052069,14.668,0.0,57.303756097561,4.28042554855347
184,TZA,3533229983.93424,828.742,0.0,43.6538780487805,1.4904458522796598
185,TON,3533229983.93424,11.001,0.0,61.3645365853659,2.5
186,TUN,3533229983.93424,1727.1570000000002,0.0,42.009756097561,2.4676616191864
187,ARE,3533229983.93424,11.001,0.0,52.243219512195104,3.690647649765018
188,VNM,3533229983.93424,7491.681,0.0,59.0670243902439,3.690647649765018
189,YEM,3533229983.93424,3633.9970000000003,0.0,34.3638048780488,0.454545468091965
190,ECA,3533229983.93424,3633.9970000000003,0.0,61.210531401537196,3.690647649765018
191,NOC,3533229983.93424,3633.9970000000003,0.0,65.1345599343405,3.690647649765018
192,LIC,3533229983.93424,3633.9970000000003,0.0,39.1645043487628,1.40895193728165
193,OSS,3533229983.93424,3633.9970000000003,0.0,45.03587099958121,3.690647649765018
194,ASM,91211651856.33836,578651.8666000001,0.0,54.42491707317074,3.690647649765018
195,ADO,14649466019.673012,52422.58576923076,0.0,68.72104024390244,8.296986500422165
196,ARM,3533229983.93424,3633.9970000000003,0.0,65.8634634146342,3.690647649765018
197,ABW,3533229983.93424,3633.9970000000003,0.0,65.5693658536586,3.690647649765018
198,AZE,3533229983.93424,3633.9970000000003,0.0,60.836243902439,3.690647649765018
199,BLR,3533229983.93424,3633.9970000000003,0.0,67.7080975609756,3.690647649765018
200,BTN,3533229983.93424,3633.9970000000003,0.0,32.3593658536585,3.690647649765018
201,BIH,3533229983.93424,3633.9970000000003,0.0,60.2762195121951,3.690647649765018
202,HRV,3533229983.93424,3633.9970000000003,0.0,64.6086585365854,3.690647649765018
203,CZE,3533229983.93424,3633.9970000000003,0.0,70.3487804878049,3.690647649765018
204,ERI,3533229983.93424,3633.9970000000003,0.0,37.3629024390244,3.690647649765018
205,EST,14649466019.673012,52422.58576923076,0.0,67.9059756097561,8.296986500422165
206,GEO,3533229983.93424,3633.9970000000003,0.0,63.4318536585366,3.690647649765018
207,DEU,14649466019.673012,52422.58576923076,0.0,69.3129512195122,10.5
208,GUM,91211651856.33836,578651.8666000001,0.0,61.2263414634146,3.690647649765018
209,KAZ,3533229983.93424,3633.9970000000003,0.0,58.3675853658537,3.690647649765018
210,KIR,18567588755.7397,88202.351,0.0,49.2159756097561,6.36363649368286
211,PRK,3533229983.93424,3633.9970000000003,0.0,51.0771707317073,3.690647649765018
212,KGZ,3533229983.93424,3633.9970000000003,0.0,56.1280731707317,3.690647649765018
213,LVA,14649466019.673012,52422.58576923076,0.0,69.7868292682927,8.296986500422165
214,LTU,14649466019.673012,52422.58576923076,0.0,69.8473170731707,8.296986500422165
215,MKD,3533229983.93424,3633.9970000000003,0.0,60.622804878048804,3.690647649765018
216,MDV,3533229983.93424,3633.9970000000003,0.0,37.2686341463415,3.690647649765018
217,MHL,91211651856.33836,578651.8666000001,0.0,54.42491707317074,3.690647649765018
218,FSM,91211651856.33836,578651.8666000001,0.0,57.5865853658537,3.690647649765018
219,MDA,3533229983.93424,3633.9970000000003,0.0,61.8127804878049,3.690647649765018
220,MCO,14649466019.673012,52422.58576923076,0.0,68.72104024390244,8.296986500422165
221,NAM,3533229983.93424,3633.9970000000003,0.0,46.8803902439024,3.690647649765018
222,MNP,91211651856.33836,578651.8666000001,0.0,54.42491707317074,3.690647649765018
223,OMN,3533229983.93424,3633.9970000000003,0.0,42.667073170731705,0.33512544631958
224,RUS,3533229983.93424,3633.9970000000003,0.0,66.0552926829268,3.690647649765018
225,SVK,14649466019.673012,52422.58576923076,0.0,69.97592682926829,8.296986500422165
226,SVN,14649466019.673012,52422.58576923076,0.0,68.9780487804878,8.296986500422165
227,TJK,3533229983.93424,3633.9970000000003,0.0,56.1535365853659,3.690647649765018
228,TKM,3533229983.93424,3633.9970000000003,0.0,54.4586829268293,3.690647649765018
229,TUV,18567588755.7397,88202.351,0.0,60.0165243902439,8.78181815147398
230,UKR,3533229983.93424,3633.9970000000003,0.0,68.2995365853659,3.690647649765018
231,UZB,3533229983.93424,3633.9970000000003,0.0,58.8855365853659,3.690647649765018
232,VUT,3533229983.93424,3633.9970000000003,0.0,46.4874878048781,5.43076944351196
233,CHI,72328047042.1588,584299.78,0.0,70.63978048780491,11.153845787048304
234,MNE,14649466019.673012,52422.58576923076,0.0,63.7056097560976,8.296986500422165
235,SSD,3533229983.93424,3633.9970000000003,0.0,31.6767073170732,3.690647649765018
236,TMP,91211651856.33836,578651.8666000001,0.0,33.7271219512195,3.690647649765018
