,CountryCode,GDP at market prices (current US$),CO2 emissions (kt),Mobile cellular subscriptions,"Life expectancy at birth, total (years)","Hospital beds (per 1,000 people)"
93,PRT,3193200404.37297,8225.081,0.0,62.808926829268295,7.947644965989242
94,PRI,1691900000.0,8438.09055882353,0.0,68.7196097560976,3.996958747986825
95,RWA,119000024.119,106.34299999999999,0.0,42.2492926829268,2.8351893610343706
96,SEN,792824702.823778,828.742,0.0,38.205999999999996,1.31314718723297
97,SYC,12012025.2477875,3096.4919999999997,0.0,40.815280747275565,7.098321437835691
98,SLE,322009471.57364,715.065,0.0,30.331536585365896,0.772869229316711
99,SGP,704453107.1465371,1393.46,0.0,65.6598292682927,4.39246654510498
100,ZAF,7363240497.649091,97934.569,0.0,49.0362926829268,2.8351893610343706
101,ESP,12072126075.397,48928.780999999995,0.0,69.1092682926829,7.947644965989242
102,LKA,1419629936.97479,2258.8720000000003,0.0,59.74714634146339,3.1388411521911603
103,KNA,12366635.5848801,11.001,0.0,57.577019368723114,3.8627450466156
104,VCT,13066633.8255337,11.001,0.0,57.7238780487805,4.8249998092651385
105,SDN,1126364161.7644,1360.457,0.0,48.187634146341495,1.00650095939636
106,SUR,93850000.0,432.70599999999996,0.0,59.68012195121951,6.51034498214722
107,SWZ,35076845.983292304,33.003,0.0,44.2337804878049,1.94478523731232
108,SWE,14842870293.4207,49222.140999999996,0.0,73.0056097560976,14.1999998092651
109,CHE,9522746719.21614,19523.108,0.0,71.3134146341463,7.947644965989242
110,SYR,857704431.686497,3223.2929999999997,0.0,52.768243902439,1.07673752307892
111,THA,2760750921.40101,3714.671,0.0,54.6993170731707,0.7400348782539371
112,TGO,121128072.423223,66.006,0.0,40.2728292682927,1.26509189605713
113,TTO,535673245.327852,2581.5679999999998,0.0,62.6575853658537,5.58956098556519
114,TUR,13995067817.5092,16820.529,0.0,45.384414634146296,1.70000004768372
115,UGA,423145605.043164,421.705,0.0,43.9835609756098,1.4807984828949
116,GBR,72328047042.1588,584299.78,0.0,71.12682926829271,10.6999998092651
117,USA,543300000000.0,2890696.1,0.0,69.77073170731711,9.19999980926514
118,URY,1242289212.04285,4319.726,0.0,67.8963902439025,5.5118203163147
119,VEN,8607600068.65332,57069.52099999999,0.0,59.2851219512195,3.996958747986825
120,VIR,24200000.0,8438.09055882353,0.0,63.7302195121951,3.996958747986825
121,ZMB,698739720.783607,3096.4919999999997,0.0,45.1098048780488,2.801655530929569
122,ZWE,1052990400.0,3096.4919999999997,0.0,51.5424634146342,3.87664604187012
123,ARB,3359404132.31797,59563.9892169935,0.0,46.847058559012794,1.9296220724398705
124,CEB,3359404132.31797,467450.028072629,0.0,67.8237620898007,4.29326730183205
125,FCS,3359404132.31797,33028.9125894136,0.0,41.4118186427085,1.7901929369487302
126,LDC,3359404132.31797,23700.305012521603,0.0,40.2346487255306,1.2787394940246002
127,MEA,3359404132.31797,102252.41763774301,0.0,46.713328604602296,1.93509407483468
128,MNA,3359404132.31797,84204.2417540676,0.0,46.652503286743794,1.84675946060734
129,PSS,3359404132.31797,309.514118318166,0.0,53.6699876392329,4.779962405243469
130,SST,3359404132.31797,7013.93685999451,0.0,51.7980168708906,4.29326730183205
131,ALB,15749639481.339525,2024.184,0.0,62.254365853658506,5.1026759147644
132,AGO,834864276.3609354,550.05,0.0,32.9848292682927,2.06146168708801
133,ATG,2281674180.987446,36.67,0.0,61.78273170731711,7.70642185211182
134,ARG,2281674180.987446,48815.10400000001,0.0,65.2155365853659,6.35225057601929
135,BHR,2398128666.847671,575.719,0.0,52.08936585365851,4.71140956878662
136,BRB,2281674180.987446,172.34900000000002,0.0,60.73804878048779,5.9297790527343786
137,BRN,11215663968.21086,333.69699999999995,0.0,62.50036585365851,4.90243911743164
138,BGR,15749639481.339525,22295.36,0.0,69.2475609756098,6.21367740631104
139,CPV,834864276.3609354,22.002,0.0,48.8564146341463,2.8351893610343706
140,CYM,2281674180.987446,11.001,0.0,57.577019368723114,3.996958747986825
141,COM,834864276.3609354,11.001,0.0,41.442439024390296,2.8351893610343706
142,CUB,2281674180.987446,13699.912,0.0,63.90465853658539,4.36649942398071
143,CYP,15749639481.339525,887.414,0.0,69.5939268292683,4.52356004714966
144,DJI,2398128666.847671,40.336999999999996,0.0,44.0212682926829,7.83132553100586
145,DMA,2281674180.987446,11.001,0.0,57.577019368723114,4.54394674301147
146,EGY,2398128666.847671,16054.126,0.0,48.01370731707321,2.14697933197021
147,SLV,2281674180.987446,619.7230000000001,0.0,49.94792682926829,2.18347549438477
148,GNQ,834864276.3609354,22.002,0.0,36.73304878048779,4.996031761169429
149,ETH,834864276.3609354,352.032,0.0,38.4057073170732,0.29423388838768
150,FRO,15749639481.339525,58.672,0.0,66.33602591463416,7.947644965989242
151,PYF,11215663968.21086,36.67,0.0,56.35704878048779,4.820641202586033
152,GMB,834864276.3609354,18.335,0.0,32.0422195121951,1.18181812763214
153,GRL,15749639481.339525,223.687,0.0,66.33602591463416,7.947644965989242
154,GRD,2281674180.987446,22.002,0.0,59.81592682926829,6.22222232818604
155,GIN,834864276.3609354,410.704,0.0,34.8863902439024,0.7391581535339359
156,GNB,834864276.3609354,18.335,0.0,37.8404390243902,1.62118494510651
157,HTI,2281674180.987446,286.026,0.0,42.1000975609756,0.6088328361511229
158,HUN,15749639481.339525,45371.791,0.0,68.0031707317073,7.947644965989242
159,IDN,11215663968.21086,21404.279,0.0,48.6403170731707,0.740457057952881
160,JOR,2398128666.847671,744.4010000000001,0.0,52.6852682926829,3.60545015335083
161,KWT,2398128666.847671,7803.376,0.0,60.34795121951221,6.79856109619141
162,LAO,11215663968.21086,80.67399999999999,0.0,43.2044634146342,0.472209453582764
163,LBN,2398128666.847671,2581.5679999999998,0.0,63.2801219512195,4.58133935928345
164,LBY,2398128666.847671,693.063,0.0,42.64119512195121,2.7553744316101096
165,MAC,11215663968.21086,51.338,0.0,64.66092682926829,10.1213865280151
166,MLI,834864276.3609354,121.01100000000001,0.0,28.2116097560976,0.6685057282447809
167,MLT,2398128666.847671,341.031,0.0,67.6017804878049,9.2583589553833
168,MUS,834864276.3609354,179.683,0.0,58.7452195121951,4.71666669845581
169,MNG,11215663968.21086,1294.451,0.0,48.3688048780488,8.681960105896
170,MOZ,834864276.3609354,1884.838,0.0,35.0037073170732,0.808872818946838
171,MMR,11215663968.21086,2717.2470000000003,0.0,42.7363902439024,0.663009285926819
172,NCL,11215663968.21086,861.745,0.0,58.639024390243904,4.820641202586033
173,PLW,11215663968.21086,14.668,0.0,54.53859874114871,4.820641202586033
174,PRY,2281674180.987446,304.361,0.0,63.7937073170732,2.38925075531006
175,POL,15749639481.339525,199767.15899999999,0.0,67.6804878048781,4.59999990463257
176,QAT,2398128666.847671,176.016,0.0,61.206073170731706,3.3947251389424014
177,ROM,15749639481.339525,53450.192,0.0,65.6424390243903,7.27327060699463
178,WSM,11215663968.21086,14.668,0.0,49.969512195122,5.0
179,STP,834864276.3609354,11.001,0.0,50.4513658536585,40.315456390380895
180,SAU,2398128666.847671,2676.91,0.0,45.666268292682894,0.7747239470481869
181,SLB,11215663968.21086,11.001,0.0,49.3817073170732,7.33050870895386
182,SOM,834864276.3609354,84.34100000000001,0.0,36.965878048780496,1.3553191423416102
183,LCA,2281674180.987446,14.668,0.0,57.303756097561,4.28042554855347
184,TZA,834864276.3609354,828.742,0.0,43.6538780487805,1.4904458522796598
185,TON,11215663968.21086,11.001,0.0,61.3645365853659,2.5
186,TUN,2398128666.847671,1727.1570000000002,0.0,42.009756097561,2.4676616191864
187,ARE,2398128666.847671,11.001,0.0,52.243219512195104,3.3947251389424014
188,VNM,11215663968.21086,7491.681,0.0,59.0670243902439,4.820641202586033
189,YEM,2398128666.847671,3633.9970000000003,0.0,34.3638048780488,0.454545468091965
190,ECA,3359404132.31797,6314.5740000000005,0.0,61.210531401537196,4.29326730183205
191,NOC,3359404132.31797,6314.5740000000005,0.0,65.1345599343405,4.29326730183205
192,LIC,3359404132.31797,6314.5740000000005,0.0,39.1645043487628,1.40895193728165
193,OSS,3359404132.31797,6314.5740000000005,0.0,45.03587099958121,4.29326730183205
194,ASM,11215663968.21086,47085.45344,0.0,54.53859874114871,4.820641202586033
195,ADO,15749639481.339525,66088.64853846155,0.0,66.33602591463416,7.947644965989242
196,ARM,15749639481.339525,66088.64853846155,0.0,65.8634634146342,7.947644965989242
197,ABW,2281674180.987446,8438.09055882353,0.0,65.5693658536586,3.996958747986825
198,AZE,15749639481.339525,66088.64853846155,0.0,60.836243902439,7.947644965989242
199,BLR,15749639481.339525,66088.64853846155,0.0,67.7080975609756,7.947644965989242
200,BTN,8021161067.656659,27498.099599999998,0.0,32.3593658536585,0.8882960885763165
201,BIH,15749639481.339525,66088.64853846155,0.0,60.2762195121951,7.947644965989242
202,HRV,15749639481.339525,66088.64853846155,0.0,64.6086585365854,7.947644965989242
203,CZE,15749639481.339525,66088.64853846155,0.0,70.3487804878049,7.947644965989242
204,ERI,834864276.3609354,3096.4919999999997,0.0,37.3629024390244,2.8351893610343706
205,EST,15749639481.339525,66088.64853846155,0.0,67.9059756097561,7.947644965989242
206,GEO,15749639481.339525,66088.64853846155,0.0,63.4318536585366,7.947644965989242
207,DEU,15749639481.339525,66088.64853846155,0.0,69.3129512195122,10.5
208,GUM,11215663968.21086,47085.45344,0.0,61.2263414634146,4.820641202586033
209,KAZ,15749639481.339525,66088.64853846155,0.0,58.3675853658537,7.947644965989242
210,KIR,11215663968.21086,47085.45344,0.0,49.2159756097561,6.36363649368286
211,PRK,11215663968.21086,47085.45344,0.0,51.0771707317073,4.820641202586033
212,KGZ,15749639481.339525,66088.64853846155,0.0,56.1280731707317,7.947644965989242
213,LVA,15749639481.339525,66088.64853846155,0.0,69.7868292682927,7.947644965989242
214,LTU,15749639481.339525,66088.64853846155,0.0,69.8473170731707,7.947644965989242
215,MKD,15749639481.339525,66088.64853846155,0.0,60.622804878048804,7.947644965989242
216,MDV,8021161067.656659,27498.099599999998,0.0,37.2686341463415,0.8882960885763165
217,MHL,11215663968.21086,47085.45344,0.0,54.53859874114871,4.820641202586033
218,FSM,11215663968.21086,47085.45344,0.0,57.5865853658537,4.820641202586033
219,MDA,15749639481.339525,66088.64853846155,0.0,61.8127804878049,7.947644965989242
220,MCO,15749639481.339525,66088.64853846155,0.0,66.33602591463416,7.947644965989242
221,NAM,834864276.3609354,3096.4919999999997,0.0,46.8803902439024,2.8351893610343706
222,MNP,11215663968.21086,47085.45344,0.0,54.53859874114871,4.820641202586033
223,OMN,2398128666.847671,5379.4890000000005,0.0,42.667073170731705,0.33512544631958
224,RUS,15749639481.339525,66088.64853846155,0.0,66.0552926829268,7.947644965989242
225,SVK,15749639481.339525,66088.64853846155,0.0,69.97592682926829,7.947644965989242
226,SVN,15749639481.339525,66088.64853846155,0.0,68.9780487804878,7.947644965989242
227,TJK,15749639481.339525,66088.64853846155,0.0,56.1535365853659,7.947644965989242
228,TKM,15749639481.339525,66088.64853846155,0.0,54.4586829268293,7.947644965989242
229,TUV,11215663968.21086,47085.45344,0.0,54.53859874114871,4.820641202586033
230,UKR,15749639481.339525,66088.64853846155,0.0,68.2995365853659,7.947644965989242
231,UZB,15749639481.339525,66088.64853846155,0.0,58.8855365853659,7.947644965989242
232,VUT,11215663968.21086,47085.45344,0.0,46.4874878048781,5.43076944351196
233,CHI,15749639481.339525,66088.64853846155,0.0,70.63978048780491,11.153845787048304
234,MNE,15749639481.339525,66088.64853846155,0.0,63.7056097560976,7.947644965989242
235,SSD,834864276.3609354,3096.4919999999997,0.0,31.6767073170732,2.8351893610343706
236,TMP,11215663968.21086,47085.45344,0.0,33.7271219512195,4.820641202586033
